trigger,offset,target,stop,time_limit,trades,win_rate,total_pnl,avg_pnl,profit_factor,expect_val,sharpe
現貨開盤,5,10,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,10,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,10,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,10,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,10,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,10,10,5,61,34.4,-4340,-71.0,0.22,-71.1,-11.79
現貨開盤,5,10,10,10,61,34.4,-4340,-71.0,0.22,-71.1,-11.79
現貨開盤,5,10,10,15,61,34.4,-4340,-71.0,0.22,-71.1,-11.79
現貨開盤,5,10,10,30,61,34.4,-4340,-71.0,0.22,-71.1,-11.79
現貨開盤,5,10,10,60,61,34.4,-4340,-71.0,0.22,-71.1,-11.79
現貨開盤,5,10,15,5,61,50.8,-3840,-63.0,0.33,-63.0,-7.93
現貨開盤,5,10,15,10,61,50.8,-3840,-63.0,0.33,-63.0,-7.93
現貨開盤,5,10,15,15,61,50.8,-3840,-63.0,0.33,-63.0,-7.93
現貨開盤,5,10,15,30,61,50.8,-3840,-63.0,0.33,-63.0,-7.93
現貨開盤,5,10,15,60,61,50.8,-3840,-63.0,0.33,-63.0,-7.93
現貨開盤,5,10,20,5,61,57.4,-4140,-68.0,0.34,-67.9,-7.2
現貨開盤,5,10,20,10,61,57.4,-4140,-68.0,0.34,-67.9,-7.2
現貨開盤,5,10,20,15,61,57.4,-4140,-68.0,0.34,-67.9,-7.2
現貨開盤,5,10,20,30,61,57.4,-4140,-68.0,0.34,-67.9,-7.2
現貨開盤,5,10,20,60,61,57.4,-4140,-68.0,0.34,-67.9,-7.2
現貨開盤,5,10,30,5,61,68.9,-3940,-65.0,0.39,-64.6,-5.49
現貨開盤,5,10,30,10,61,68.9,-3940,-65.0,0.39,-64.6,-5.49
現貨開盤,5,10,30,15,61,68.9,-3940,-65.0,0.39,-64.6,-5.49
現貨開盤,5,10,30,30,61,68.9,-3940,-65.0,0.39,-64.6,-5.49
現貨開盤,5,10,30,60,61,68.9,-3940,-65.0,0.39,-64.6,-5.49
現貨開盤,5,10,40,5,61,83.6,-1340,-22.0,0.7,-22.0,-1.87
現貨開盤,5,10,40,10,61,83.6,-1340,-22.0,0.7,-22.0,-1.87
現貨開盤,5,10,40,15,61,83.6,-1340,-22.0,0.7,-22.0,-1.87
現貨開盤,5,10,40,30,61,83.6,-1340,-22.0,0.7,-22.0,-1.87
現貨開盤,5,10,40,60,61,83.6,-1340,-22.0,0.7,-22.0,-1.87
現貨開盤,5,10,50,5,61,86.9,-1140,-19.0,0.74,-18.7,-1.45
現貨開盤,5,10,50,10,61,86.9,-1140,-19.0,0.74,-18.7,-1.45
現貨開盤,5,10,50,15,61,86.9,-1140,-19.0,0.74,-18.7,-1.45
現貨開盤,5,10,50,30,61,86.9,-1140,-19.0,0.74,-18.7,-1.45
現貨開盤,5,10,50,60,61,86.9,-1140,-19.0,0.74,-18.7,-1.45
現貨開盤,5,20,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,20,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,20,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,20,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,20,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,20,10,5,61,31.1,-2840,-47.0,0.52,-46.6,-5.28
現貨開盤,5,20,10,10,61,31.1,-2840,-47.0,0.52,-46.6,-5.28
現貨開盤,5,20,10,15,61,31.1,-2840,-47.0,0.52,-46.6,-5.28
現貨開盤,5,20,10,30,61,31.1,-2840,-47.0,0.52,-46.6,-5.28
現貨開盤,5,20,10,60,61,31.1,-2840,-47.0,0.52,-46.6,-5.28
現貨開盤,5,20,15,5,61,44.3,-2140,-35.0,0.67,-35.1,-3.18
現貨開盤,5,20,15,10,61,44.3,-2140,-35.0,0.67,-35.1,-3.18
現貨開盤,5,20,15,15,61,44.3,-2140,-35.0,0.67,-35.1,-3.18
現貨開盤,5,20,15,30,61,44.3,-2140,-35.0,0.67,-35.1,-3.18
現貨開盤,5,20,15,60,61,44.3,-2140,-35.0,0.67,-35.1,-3.18
現貨開盤,5,20,20,5,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,5,20,20,10,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,5,20,20,15,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,5,20,20,30,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,5,20,20,60,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,5,20,30,5,61,62.3,-1740,-29.0,0.78,-28.5,-1.85
現貨開盤,5,20,30,10,61,62.3,-1740,-29.0,0.78,-28.5,-1.85
現貨開盤,5,20,30,15,61,62.3,-1740,-29.0,0.78,-28.5,-1.85
現貨開盤,5,20,30,30,61,62.3,-1740,-29.0,0.78,-28.5,-1.85
現貨開盤,5,20,30,60,61,62.3,-1740,-29.0,0.78,-28.5,-1.85
現貨開盤,5,20,40,5,61,73.8,160,3.0,1.02,2.6,0.16
現貨開盤,5,20,40,10,61,73.8,160,3.0,1.02,2.6,0.16
現貨開盤,5,20,40,15,61,73.8,160,3.0,1.02,2.6,0.16
現貨開盤,5,20,40,30,61,73.8,160,3.0,1.02,2.6,0.16
現貨開盤,5,20,40,60,61,73.8,160,3.0,1.02,2.6,0.16
現貨開盤,5,20,50,5,61,78.7,660,11.0,1.09,10.8,0.59
現貨開盤,5,20,50,10,61,78.7,660,11.0,1.09,10.8,0.59
現貨開盤,5,20,50,15,61,78.7,660,11.0,1.09,10.8,0.59
現貨開盤,5,20,50,30,61,78.7,660,11.0,1.09,10.8,0.59
現貨開盤,5,20,50,60,61,78.7,660,11.0,1.09,10.8,0.59
現貨開盤,5,30,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,30,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,30,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,30,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,30,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,30,10,5,61,24.6,-2540,-42.0,0.61,-41.6,-3.81
現貨開盤,5,30,10,10,61,24.6,-2540,-42.0,0.61,-41.6,-3.81
現貨開盤,5,30,10,15,61,24.6,-2540,-42.0,0.61,-41.6,-3.81
現貨開盤,5,30,10,30,61,24.6,-2540,-42.0,0.61,-41.6,-3.81
現貨開盤,5,30,10,60,61,24.6,-2540,-42.0,0.61,-41.6,-3.81
現貨開盤,5,30,15,5,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨開盤,5,30,15,10,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨開盤,5,30,15,15,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨開盤,5,30,15,30,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨開盤,5,30,15,60,61,37.7,-1240,-20.0,0.83,-20.3,-1.47
現貨開盤,5,30,20,5,61,42.6,-1640,-27.0,0.8,-26.9,-1.71
現貨開盤,5,30,20,10,61,42.6,-1640,-27.0,0.8,-26.9,-1.71
現貨開盤,5,30,20,15,61,42.6,-1640,-27.0,0.8,-26.9,-1.71
現貨開盤,5,30,20,30,61,42.6,-1640,-27.0,0.8,-26.9,-1.71
現貨開盤,5,30,20,60,61,42.6,-1640,-27.0,0.8,-26.9,-1.71
現貨開盤,5,30,30,5,61,55.7,-340,-6.0,0.96,-5.6,-0.29
現貨開盤,5,30,30,10,61,55.7,-340,-6.0,0.96,-5.6,-0.29
現貨開盤,5,30,30,15,61,55.7,-340,-6.0,0.96,-5.6,-0.29
現貨開盤,5,30,30,30,61,55.7,-340,-6.0,0.96,-5.6,-0.29
現貨開盤,5,30,30,60,61,55.7,-340,-6.0,0.96,-5.6,-0.29
現貨開盤,5,30,40,5,61,65.6,1160,19.0,1.13,19.0,0.9
現貨開盤,5,30,40,10,61,65.6,1160,19.0,1.13,19.0,0.9
現貨開盤,5,30,40,15,61,65.6,1160,19.0,1.13,19.0,0.9
現貨開盤,5,30,40,30,61,65.6,1160,19.0,1.13,19.0,0.9
現貨開盤,5,30,40,60,61,65.6,1160,19.0,1.13,19.0,0.9
現貨開盤,5,30,50,5,61,72.1,2260,37.0,1.25,37.0,1.63
現貨開盤,5,30,50,10,61,72.1,2260,37.0,1.25,37.0,1.63
現貨開盤,5,30,50,15,61,72.1,2260,37.0,1.25,37.0,1.63
現貨開盤,5,30,50,30,61,72.1,2260,37.0,1.25,37.0,1.63
現貨開盤,5,30,50,60,61,72.1,2260,37.0,1.25,37.0,1.63
現貨開盤,5,40,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,40,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,40,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,40,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,40,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,40,10,5,61,21.3,-2040,-33.0,0.7,-33.4,-2.57
現貨開盤,5,40,10,10,61,21.3,-2040,-33.0,0.7,-33.4,-2.57
現貨開盤,5,40,10,15,61,21.3,-2040,-33.0,0.7,-33.4,-2.57
現貨開盤,5,40,10,30,61,21.3,-2040,-33.0,0.7,-33.4,-2.57
現貨開盤,5,40,10,60,61,21.3,-2040,-33.0,0.7,-33.4,-2.57
現貨開盤,5,40,15,5,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨開盤,5,40,15,10,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨開盤,5,40,15,15,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨開盤,5,40,15,30,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨開盤,5,40,15,60,61,34.4,-40,-1.0,0.99,-0.7,-0.04
現貨開盤,5,40,20,5,61,39.3,-240,-4.0,0.97,-3.9,-0.21
現貨開盤,5,40,20,10,61,39.3,-240,-4.0,0.97,-3.9,-0.21
現貨開盤,5,40,20,15,61,39.3,-240,-4.0,0.97,-3.9,-0.21
現貨開盤,5,40,20,30,61,39.3,-240,-4.0,0.97,-3.9,-0.21
現貨開盤,5,40,20,60,61,39.3,-240,-4.0,0.97,-3.9,-0.21
現貨開盤,5,40,30,5,61,50.8,780,13.0,1.08,12.8,0.58
現貨開盤,5,40,30,10,61,49.2,260,4.0,1.02,4.3,0.19
現貨開盤,5,40,30,15,61,49.2,260,4.0,1.02,4.3,0.19
現貨開盤,5,40,30,30,61,49.2,260,4.0,1.02,4.3,0.19
現貨開盤,5,40,30,60,61,49.2,260,4.0,1.02,4.3,0.19
現貨開盤,5,40,40,5,61,59.0,1780,29.0,1.16,29.2,1.17
現貨開盤,5,40,40,10,61,57.4,1160,19.0,1.1,19.0,0.76
現貨開盤,5,40,40,15,61,57.4,1160,19.0,1.1,19.0,0.76
現貨開盤,5,40,40,30,61,57.4,1160,19.0,1.1,19.0,0.76
現貨開盤,5,40,40,60,61,57.4,1160,19.0,1.1,19.0,0.76
現貨開盤,5,40,50,5,61,65.6,2810,46.0,1.25,46.1,1.71
現貨開盤,5,40,50,10,61,65.6,3060,50.0,1.27,50.2,1.85
現貨開盤,5,40,50,15,61,65.6,3060,50.0,1.27,50.2,1.85
現貨開盤,5,40,50,30,61,65.6,3060,50.0,1.27,50.2,1.85
現貨開盤,5,40,50,60,61,65.6,3060,50.0,1.27,50.2,1.85
現貨開盤,5,60,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,60,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,60,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,60,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,60,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,60,10,5,61,14.8,-2240,-37.0,0.69,-36.7,-2.33
現貨開盤,5,60,10,10,61,14.8,-2240,-37.0,0.69,-36.7,-2.33
現貨開盤,5,60,10,15,61,14.8,-2240,-37.0,0.69,-36.7,-2.33
現貨開盤,5,60,10,30,61,14.8,-2240,-37.0,0.69,-36.7,-2.33
現貨開盤,5,60,10,60,61,14.8,-2240,-37.0,0.69,-36.7,-2.33
現貨開盤,5,60,15,5,61,27.9,1160,19.0,1.14,19.0,0.89
現貨開盤,5,60,15,10,61,27.9,1160,19.0,1.14,19.0,0.89
現貨開盤,5,60,15,15,61,27.9,1160,19.0,1.14,19.0,0.89
現貨開盤,5,60,15,30,61,27.9,1160,19.0,1.14,19.0,0.89
現貨開盤,5,60,15,60,61,27.9,1160,19.0,1.14,19.0,0.89
現貨開盤,5,60,20,5,61,31.1,560,9.0,1.06,9.2,0.39
現貨開盤,5,60,20,10,61,31.1,560,9.0,1.06,9.2,0.39
現貨開盤,5,60,20,15,61,31.1,560,9.0,1.06,9.2,0.39
現貨開盤,5,60,20,30,61,31.1,560,9.0,1.06,9.2,0.39
現貨開盤,5,60,20,60,61,31.1,560,9.0,1.06,9.2,0.39
現貨開盤,5,60,30,5,61,39.3,480,8.0,1.04,7.9,0.29
現貨開盤,5,60,30,10,61,37.7,-40,-1.0,1.0,-0.7,-0.02
現貨開盤,5,60,30,15,61,37.7,-40,-1.0,1.0,-0.7,-0.02
現貨開盤,5,60,30,30,61,37.7,-40,-1.0,1.0,-0.7,-0.02
現貨開盤,5,60,30,60,61,37.7,-40,-1.0,1.0,-0.7,-0.02
現貨開盤,5,60,40,5,61,47.5,1780,29.0,1.13,29.2,0.93
現貨開盤,5,60,40,10,61,45.9,1160,19.0,1.08,19.0,0.6
現貨開盤,5,60,40,15,61,45.9,1160,19.0,1.08,19.0,0.6
現貨開盤,5,60,40,30,61,45.9,1160,19.0,1.08,19.0,0.6
現貨開盤,5,60,40,60,61,45.9,1160,19.0,1.08,19.0,0.6
現貨開盤,5,60,50,5,61,55.7,4010,66.0,1.28,65.7,1.93
現貨開盤,5,60,50,10,61,55.7,4460,73.0,1.31,73.1,2.11
現貨開盤,5,60,50,15,61,55.7,4460,73.0,1.31,73.1,2.11
現貨開盤,5,60,50,30,61,55.7,4460,73.0,1.31,73.1,2.11
現貨開盤,5,60,50,60,61,55.7,4460,73.0,1.31,73.1,2.11
現貨開盤,5,80,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,80,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,80,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,80,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,80,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,80,10,5,61,11.5,-2720,-45.0,0.64,-44.6,-2.59
現貨開盤,5,80,10,10,61,11.5,-2240,-37.0,0.7,-36.7,-2.02
現貨開盤,5,80,10,15,61,11.5,-2240,-37.0,0.7,-36.7,-2.02
現貨開盤,5,80,10,30,61,11.5,-2240,-37.0,0.7,-36.7,-2.02
現貨開盤,5,80,10,60,61,11.5,-2240,-37.0,0.7,-36.7,-2.02
現貨開盤,5,80,15,5,61,24.6,2180,36.0,1.25,35.7,1.41
現貨開盤,5,80,15,10,61,24.6,2660,44.0,1.3,43.6,1.68
現貨開盤,5,80,15,15,61,24.6,2660,44.0,1.3,43.6,1.68
現貨開盤,5,80,15,30,61,24.6,2660,44.0,1.3,43.6,1.68
現貨開盤,5,80,15,60,61,24.6,2660,44.0,1.3,43.6,1.68
現貨開盤,5,80,20,5,61,27.9,2110,35.0,1.2,34.6,1.24
現貨開盤,5,80,20,10,61,27.9,2360,39.0,1.22,38.7,1.36
現貨開盤,5,80,20,15,61,27.9,2360,39.0,1.22,38.7,1.36
現貨開盤,5,80,20,30,61,27.9,2360,39.0,1.22,38.7,1.36
現貨開盤,5,80,20,60,61,27.9,2360,39.0,1.22,38.7,1.36
現貨開盤,5,80,30,5,61,34.4,1630,27.0,1.12,26.7,0.83
現貨開盤,5,80,30,10,61,32.8,1260,21.0,1.09,20.7,0.63
現貨開盤,5,80,30,15,61,32.8,1260,21.0,1.09,20.7,0.63
現貨開盤,5,80,30,30,61,32.8,1260,21.0,1.09,20.7,0.63
現貨開盤,5,80,30,60,61,32.8,1260,21.0,1.09,20.7,0.63
現貨開盤,5,80,40,5,61,42.6,3730,61.0,1.25,61.1,1.67
現貨開盤,5,80,40,10,61,41.0,3160,52.0,1.2,51.8,1.38
現貨開盤,5,80,40,15,61,41.0,3160,52.0,1.2,51.8,1.38
現貨開盤,5,80,40,30,61,41.0,3160,52.0,1.2,51.8,1.38
現貨開盤,5,80,40,60,61,41.0,3160,52.0,1.2,51.8,1.38
現貨開盤,5,80,50,5,61,49.2,5580,91.0,1.36,91.5,2.31
現貨開盤,5,80,50,10,61,49.2,6060,99.0,1.36,99.3,2.41
現貨開盤,5,80,50,15,61,49.2,6060,99.0,1.36,99.3,2.41
現貨開盤,5,80,50,30,61,49.2,6060,99.0,1.36,99.3,2.41
現貨開盤,5,80,50,60,61,49.2,6060,99.0,1.36,99.3,2.41
現貨開盤,5,100,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,100,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,100,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,100,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,100,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,5,100,10,5,61,11.5,-1520,-25.0,0.8,-24.9,-1.19
現貨開盤,5,100,10,10,61,11.5,-840,-14.0,0.89,-13.8,-0.62
現貨開盤,5,100,10,15,61,11.5,-840,-14.0,0.89,-13.8,-0.62
現貨開盤,5,100,10,30,61,11.5,-840,-14.0,0.89,-13.8,-0.62
現貨開盤,5,100,10,60,61,11.5,-840,-14.0,0.89,-13.8,-0.62
現貨開盤,5,100,15,5,61,23.0,3720,61.0,1.42,61.0,2.05
現貨開盤,5,100,15,10,61,23.0,4510,74.0,1.51,73.9,2.41
現貨開盤,5,100,15,15,61,23.0,4510,74.0,1.51,73.9,2.41
現貨開盤,5,100,15,30,61,23.0,4510,74.0,1.51,73.9,2.41
現貨開盤,5,100,15,60,61,23.0,4510,74.0,1.51,73.9,2.41
現貨開盤,5,100,20,5,61,26.2,3680,60.0,1.35,60.3,1.88
現貨開盤,5,100,20,10,61,24.6,3360,55.0,1.3,55.1,1.68
現貨開盤,5,100,20,15,61,24.6,3360,55.0,1.3,55.1,1.68
現貨開盤,5,100,20,30,61,24.6,3360,55.0,1.3,55.1,1.68
現貨開盤,5,100,20,60,61,24.6,3360,55.0,1.3,55.1,1.68
現貨開盤,5,100,30,5,61,32.8,3540,58.0,1.26,58.0,1.59
現貨開盤,5,100,30,10,61,27.9,1360,22.0,1.09,22.3,0.6
現貨開盤,5,100,30,15,61,27.9,1360,22.0,1.09,22.3,0.6
現貨開盤,5,100,30,30,61,27.9,1360,22.0,1.09,22.3,0.6
現貨開盤,5,100,30,60,61,27.9,1360,22.0,1.09,22.3,0.6
現貨開盤,5,100,40,5,61,42.6,7940,130.0,1.53,130.2,3.09
現貨開盤,5,100,40,10,61,37.7,5360,88.0,1.32,87.9,2.04
現貨開盤,5,100,40,15,61,37.7,5360,88.0,1.32,87.9,2.04
現貨開盤,5,100,40,30,61,37.7,5360,88.0,1.32,87.9,2.04
現貨開盤,5,100,40,60,61,37.7,5360,88.0,1.32,87.9,2.04
現貨開盤,5,100,50,5,61,47.5,8750,143.0,1.54,143.4,3.21
現貨開盤,5,100,50,10,61,44.3,7140,117.0,1.39,117.0,2.49
現貨開盤,5,100,50,15,61,42.6,6060,99.0,1.32,99.3,2.11
現貨開盤,5,100,50,30,61,42.6,6060,99.0,1.32,99.3,2.11
現貨開盤,5,100,50,60,61,42.6,6060,99.0,1.32,99.3,2.11
現貨開盤,10,10,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,10,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,10,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,10,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,10,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,10,10,5,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,10,10,10,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,10,10,15,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,10,10,30,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,10,10,60,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,10,15,5,61,34.4,-6340,-104.0,0.17,-103.9,-13.78
現貨開盤,10,10,15,10,61,34.4,-6340,-104.0,0.17,-103.9,-13.78
現貨開盤,10,10,15,15,61,34.4,-6340,-104.0,0.17,-103.9,-13.78
現貨開盤,10,10,15,30,61,34.4,-6340,-104.0,0.17,-103.9,-13.78
現貨開盤,10,10,15,60,61,34.4,-6340,-104.0,0.17,-103.9,-13.78
現貨開盤,10,10,20,5,61,62.3,-3240,-53.0,0.41,-53.1,-5.75
現貨開盤,10,10,20,10,61,62.3,-3240,-53.0,0.41,-53.1,-5.75
現貨開盤,10,10,20,15,61,62.3,-3240,-53.0,0.41,-53.1,-5.75
現貨開盤,10,10,20,30,61,62.3,-3240,-53.0,0.41,-53.1,-5.75
現貨開盤,10,10,20,60,61,62.3,-3240,-53.0,0.41,-53.1,-5.75
現貨開盤,10,10,30,5,61,72.1,-3140,-51.0,0.46,-51.5,-4.52
現貨開盤,10,10,30,10,61,72.1,-3140,-51.0,0.46,-51.5,-4.52
現貨開盤,10,10,30,15,61,72.1,-3140,-51.0,0.46,-51.5,-4.52
現貨開盤,10,10,30,30,61,72.1,-3140,-51.0,0.46,-51.5,-4.52
現貨開盤,10,10,30,60,61,72.1,-3140,-51.0,0.46,-51.5,-4.52
現貨開盤,10,10,40,5,61,86.9,-340,-6.0,0.9,-5.6,-0.52
現貨開盤,10,10,40,10,61,86.9,-340,-6.0,0.9,-5.6,-0.52
現貨開盤,10,10,40,15,61,86.9,-340,-6.0,0.9,-5.6,-0.52
現貨開盤,10,10,40,30,61,86.9,-340,-6.0,0.9,-5.6,-0.52
現貨開盤,10,10,40,60,61,86.9,-340,-6.0,0.9,-5.6,-0.52
現貨開盤,10,10,50,5,61,93.4,1260,21.0,1.58,20.7,2.19
現貨開盤,10,10,50,10,61,93.4,1260,21.0,1.58,20.7,2.19
現貨開盤,10,10,50,15,61,93.4,1260,21.0,1.58,20.7,2.19
現貨開盤,10,10,50,30,61,93.4,1260,21.0,1.58,20.7,2.19
現貨開盤,10,10,50,60,61,93.4,1260,21.0,1.58,20.7,2.19
現貨開盤,10,20,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,20,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,20,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,20,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,20,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,20,10,5,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,20,10,10,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,20,10,15,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,20,10,30,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,20,10,60,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,20,15,5,61,31.1,-4940,-81.0,0.38,-81.0,-7.87
現貨開盤,10,20,15,10,61,31.1,-4940,-81.0,0.38,-81.0,-7.87
現貨開盤,10,20,15,15,61,31.1,-4940,-81.0,0.38,-81.0,-7.87
現貨開盤,10,20,15,30,61,31.1,-4940,-81.0,0.38,-81.0,-7.87
現貨開盤,10,20,15,60,61,31.1,-4940,-81.0,0.38,-81.0,-7.87
現貨開盤,10,20,20,5,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,10,20,20,10,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,10,20,20,15,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,10,20,20,30,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,10,20,20,60,61,49.2,-2640,-43.0,0.65,-43.3,-3.41
現貨開盤,10,20,30,5,61,60.7,-2240,-37.0,0.73,-36.7,-2.37
現貨開盤,10,20,30,10,61,60.7,-2240,-37.0,0.73,-36.7,-2.37
現貨開盤,10,20,30,15,61,60.7,-2240,-37.0,0.73,-36.7,-2.37
現貨開盤,10,20,30,30,61,60.7,-2240,-37.0,0.73,-36.7,-2.37
現貨開盤,10,20,30,60,61,60.7,-2240,-37.0,0.73,-36.7,-2.37
現貨開盤,10,20,40,5,61,75.4,760,12.0,1.12,12.5,0.76
現貨開盤,10,20,40,10,61,75.4,760,12.0,1.12,12.5,0.76
現貨開盤,10,20,40,15,61,75.4,760,12.0,1.12,12.5,0.76
現貨開盤,10,20,40,30,61,75.4,760,12.0,1.12,12.5,0.76
現貨開盤,10,20,40,60,61,75.4,760,12.0,1.12,12.5,0.76
現貨開盤,10,20,50,5,61,83.6,2760,45.0,1.51,45.2,2.75
現貨開盤,10,20,50,10,61,83.6,2760,45.0,1.51,45.2,2.75
現貨開盤,10,20,50,15,61,83.6,2760,45.0,1.51,45.2,2.75
現貨開盤,10,20,50,30,61,83.6,2760,45.0,1.51,45.2,2.75
現貨開盤,10,20,50,60,61,83.6,2760,45.0,1.51,45.2,2.75
現貨開盤,10,30,5,5,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,30,5,10,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,30,5,15,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,30,5,30,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,30,5,60,61,0.0,-5490,-90.0,0.0,-90.0,0.0
現貨開盤,10,30,10,5,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,30,10,10,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,30,10,15,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,30,10,30,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,30,10,60,61,0.0,-8540,-140.0,0.0,-140.0,0.0
現貨開盤,10,30,15,5,61,23.0,-5290,-87.0,0.41,-86.7,-7.22
現貨開盤,10,30,15,10,61,23.0,-5290,-87.0,0.41,-86.7,-7.22
現貨開盤,10,30,15,15,61,23.0,-5290,-87.0,0.41,-86.7,-7.22
現貨開盤,10,30,15,30,61,23.0,-5290,-87.0,0.41,-86.7,-7.22
現貨開盤,10,30,15,60,61,23.0,-5290,-87.0,0.41,-86.7,-7.22
